identifier,mol,flag,mol_,cluster,stratify_key
3lq5_17,O=C(CCC(=O)N1CCN(CC1)CC2=CC=C(NC(=O)C3=N[NH]C=C3NC4=C5C=C[NH]C5=NC=N4)C=C2)NCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e44ee0>,0,0-0
5ml8_4,CC(C)[C@@H](NC(=O)COCCOCCOCCOCCNC(=O)C1=CC=C(CN(CC2CCCCC2)[S](=O)(=O)C3=CC=C(C=C3)[S](=O)(=O)N(CC4=CC=C(Cl)C=C4)C5CCCC5)C=C1)C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969e40>,0,0-1
1hwk_3,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcab1c0>,4,4-0
3lq5_9,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCN(CC3)C(=O)COCCOCCNC(=O)COC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c1da0>,0,0-1
6kzd_1,CC[C@H](C)[C@H](N)C1=C[N](N=N1)[C@@H](CC2=CC=C(O)C=C2)C(=O)N3CCN(CC3)C4=NC(=NC(=N4)N5CCN(CC5)C(=O)[C@H](CC6=CC=C(O)C=C6)[N]7C=C(N=N7)[C@@H](N)[C@@H](C)CC)NCCOCCOCCOCC8=C[N](CCOCCOCCOCCOCCOCCNC(=O)CN9CCN(CC9=O)C(=O)N%10[C@@H]([C@@H](N=C%10C%11=CC=C(OC)C=C%11OC(C)C)C%12=CC=C(Cl)C=C%12)C%13=CC=C(Cl)C=C%13)N=N8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4951b70>,6,6-1
5ehr_4,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)CCCCCNC(=O)CC(=O)NC2=C(Cl)C(=CC=C2)SC3=NC=C(N=C3N)N4CCC(C)(N)CC4)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e5d990>,0,0-0
5l2s_4,CC(C)[N]1C(=NC2=C1C=C(C=C2F)C3=NC(=NC=C3F)NC4=CC=C(CN5CCN(CC5)C6=C[N](CCOCCOCCOCCOCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)N=N6)C=N4)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f70b490>,0,0-1
6nuq_16,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CCCCCC#CC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43d5620>,0,0-1
5vbp_25,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fb0d0>,0,0-1
6vs3_25,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCC(=O)N4CCN(CC4)C5=CC=C(C=C5)C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C9=CC=CC=C9)C(=O)C7=C6)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7fbc0>,0,0-0
6iq5_2,COC1=C2C(=CC3=C(OC(=CC3=O)C4=CC=C(C=C4)C5=C[N](CCCCCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)C2=C(OC)C=C1)OC,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4951260>,0,0-1
3mxf_2,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c1850>,0,0-1
3k6p_7,COC1=CC(=CC=C1OCC2=CC=C(C=C2C(F)(F)F)C(F)(F)F)\C=C(/C#N)C(=O)NCCCCCCN[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44efa80>,0,0-1
1fkh_5,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC2=CC=C(OC)C(=C2)OC)C3=CC=CC(=C3)OCC(=O)NCCCCNC(=O)COC4=C(OC)C=C(C=C4OC)N=NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa456a080>,0,0-0
5v9o_11,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCN6CCN(CCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)CC6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cd8f0>,6,6-0
1err_8,CCN(CCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)CCOC4=CC=C(C=C4)C(=O)C5=C(SC6=CC(=CC=C56)O)C7=CC=C(O)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036760>,0,0-1
5p9j_17,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)NCCCCCCCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de940>,0,0-1
5gmp_9,COC1=CC(=CC=C1NC2=NC=C3C(=CC(=O)N(C4=CC=CC(=C4)NC(=O)C=C)C3=N2)C)N5CCN(CC5)C(=O)CCCCCNC(=O)C6=CC=C(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]7C8=C(F)C(=CC=C8)Cl)C9=CC=C(Cl)C=C9F)C(=C6)OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e3e440>,7,7-0
2gqg_12,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa7356850>,9,9-1
5t8e_58,CC1=C(SC=N1)C2=CC=C(C=C2)[C@H](CC(=O)N3CCC(CC3)N4CCC(CC4)C#CC5=CC=C(C=C5)C(=O)NC6C(C)(C)C(OC7=CC=C(C#N)C(=C7)Cl)C6(C)C)NC(=O)[C@@H]8C[C@@H](O)CN8C(=O)[C@@H](NC(=O)C9(CC9)C#N)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a8c2f1710>,0,0-1
4qnq_42,CN(CC[C@@H](CSC1=CC=CC=C1)NC2=CC=C(C=C2[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C)(C)C5)C6=CC=C(Cl)C=C6)C(=O)CCC[N]7C=C(COCCOCCNC8=CC=CC9=C8C(=O)N(C%10CCC(=O)NC%10=O)C9=O)N=N7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4643d50>,0,0-1
5l2i_18,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC(=O)NCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=C2N(C8CCCC8)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd474e0>,0,0-1
4ci3_31,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCOCCOCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcb70>,0,0-1
5j8o_20,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCNC(=O)COCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=C9OCCOC9=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd47580>,0,0-0
5v5y_4,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cd170>,0,0-1
5p9j_22,NC1=NC=NC2=C1C(=N[N]2[C@@H]3CCCN(C3)C(=O)/C=C/CN4CCN(CCNC(=O)CCCC[N]5C=C(COCCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5)CC4)C9=CC=C(OC%10=CC=CC=C%10)C=C9,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de8f0>,0,0-0
5j8o_13,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=CC=C8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd47990>,0,0-1
4qnq_47,CN(CCCCCCC[N]1C=C(COCCOCCOCCNC2=CC=CC3=C2C(=O)N(C4CCC(=O)NC4=O)C3=O)N=N1)CC[C@@H](CSC5=CC=CC=C5)NC6=CC=C(C=C6[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C7=CC=C(C=C7)N8CCN(CC8)CC9=C(CCC(C)(C)C9)C%10=CC=C(Cl)C=C%10,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4643080>,0,0-1
6qgh_2,CN[C@@H](C)C(=O)N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC(=CC=C4)OCCOCCOCC5=C[N](CCCC(=O)N6CCN(CC[C@H](CSC7=CC=CC=C7)NC8=CC=C(C=C8[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C9=CC=C(C=C9)N%10CCN(CC%10)CC%11=C(CCC(C)(C)C%11)C%12=CC=C(Cl)C=C%12)CC6)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f5ca800>,4,4-1
5t8e_41,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)C4=CC=C(C=C4F)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506e2b0>,0,0-1
3mxf_9,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCCOCCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467de90>,0,0-1
5gmp_11,COC1=CC(=CC=C1NC2=NC=C3C(=CC(=O)N(C4=CC(=CC=C4)NC(=O)C=C)C3=N2)C)N5CCN(CC5)C(=O)CCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa5066ad0>,0,0-1
4im0_26,CN(CCCNC1=NC(=NC=C1C2CC2)NC3=CC=C(OCCCOCCCCOCCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C=C3)C(=O)C7CCC7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7cdf0>,0,0-1
4im0_17,CN(CCCNC1=NC(=NC=C1)NC2=CC=C(OCCCOCCCCOCCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcdf0>,0,0-0
1ej1_4,NC1=NC2=C(C(=O)N1)[N+](=C[N]2[C@@H]3O[C@H](CO[S](=O)(=O)NC(=O)CCC(=O)NCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@@H](O)[C@H]3O)CC7=CC=C(F)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036bc0>,0,0-0
5trf_9,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCOCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59b2120>,0,0-1
6gfz_3,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOCCOCCCCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d70d0>,0,0-1
5t8e_18,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(Cl)C=C6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa593a530>,2,2-1
6vs3_21,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)OCC(=O)NCCCCNC(=O)CN4CCN(CC4)C5=CC=C(C=C5)C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C9=CC=CC=C9)C(=O)C7=C6)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7fa30>,0,0-0
6cb5_1,OC1=CC=C2CN(C(=O)OC2=C1)C3=CC=C(NC(=O)CCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d7170>,0,0-1
5ehr_9,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)CCCCCCCCCCNC(=O)CC(=O)NC2=C(Cl)C(=CC=C2)SC3=NC=C(N=C3N)N4CCC(C)(N)CC4)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e5d210>,0,0-1
4ci3_29,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcc60>,8,8-0
2gqg_26,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa72f1bc0>,0,0-1
2hyy_1,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd54710>,0,0-0
1ej1_4,NC1=NC2=C(C(=O)N1)[N+](=C[N]2[C@@H]3O[C@H](CO[S](=O)(=O)NC(=O)CCC(=O)NCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@@H](O)[C@H]3O)CC7=CC=C(F)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036bc0>,3,3-0
4otr_1,CN1C=C(C=C(NC2=CC=C(C=N2)N3CCN(CCOCCOCCNC(=O)CNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C1=O)C7=CC=CC(=C7CO)N8C=CC9=C(C(=CC(=C9)C%10CC%10)C)C8=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4504c10>,0,0-1
5v9o_10,CN(CCCNC1=NC(=C2C=C(Cl)C(=C(F)C2=N1)C3=CC(=CC4=C3C=CC=C4)O)N5CCN(CC5)C(=O)C=C)CCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cd210>,3,3-0
5lli_7,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@H]3C[C@H](O)CN3C(=O)[C@H](NC(=O)COCCOCCOCCOCCOCCOC4=CC(=CC=C4CNC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@@H](NC(=O)C6(CC6)C#N)C(C)(C)C)C7=C(C)N=CS7)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc20c10>,0,0-0
6z45_5,ClC1=CN=C(NC2CCC(CC2)NCCCCCCNC(=O)CNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)C=C1C6=CC=CC(=N6)NCC7(CCOCC7)C#N,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd50080>,1,1-0
5ehr_18,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)CCCCCCCCCCCN2CCN(CC2)CC(=O)NC3=C(Cl)C(=CC=C3)SC4=NC=C(N=C4N)N5CCC(C)(N)CC5)C(C)(C)C)C6=CC=C(C=C6)C7=C(C)N=CS7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e5d170>,0,0-1
3hll_12,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCCC(=O)NCCCCCC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9a1aa030>,0,0-1
5g0j_17,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(NC(=O)CCCC3=C[N](CCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c09e0>,0,0-1
1hwk_35,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCOCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcab620>,10,10-0
5eu1_6,COC1=CC(=CC(=C1CN2CCN(CCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)OC)C6=CN(C)C(=O)C7=CN=CC=C67,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46af260>,0,0-0
5mo4_2,FC(F)(Cl)OC1=CC=C(NC(=O)C2=CN=C(N3CC[C@H](C3)NC(=O)CCCC4=C[N](CCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C(=C2)C8=N[NH]C=C8)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969df0>,0,0-1
5e80_1,CC1=CC=C(C=C1)[N]2N=C3C(=O)N(CCCC(=O)NCCCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=C(C)C3=C2C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa5369850>,0,0-1
3oni_1,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCCCOC4=CC=C(OC5=CC=C(C=C5)N(CC6=CC=CC=C6)C(=O)CCl)C=C4)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d940>,7,7-1
6vs3_3,OCC1CCN(CC1)C2=NC(=NC3=C2C=C(NC4=CC=C(C=N4)N5CCN(CCCCCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)CC5)N=C3)NC9=CC=C(F)C=C9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7fe40>,1,1-1
2gqg_35,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd54bc0>,0,0-1
1ej1_10,NC1=NC2=C(N=C[N]2[C@H]3O[C@@H](CO[P](O)(=O)O[P](O)(=O)NCCOCCOCCOCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e8b490>,5,5-0
5vbp_11,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCCOCCOC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa413e800>,0,0-1
4ipf_2,CCOC1=CC(=CC=C1C2=NC(C(N2C(=O)N3CCN(CCC#CC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(Cl)C=C7)C8=CC=C(Cl)C=C8)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7c3f0>,1,1-0
6qju_3,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f5ca760>,1,1-1
6w8l_5,FC1=CC=C(F)C(=C1)CNC2=NC(=NC=C2Cl)NC3=C[N](CCCCCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)N=C3,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4105670>,0,0-0
5p9j_10,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)OCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969440>,0,0-1
5t8e_24,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC4=CC=C(C=C4)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d583a0>,0,0-1
5t8e_49,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](CC(=O)NCCCCCCCCCNC(=O)C2=CC=C(C=C2F)N3C(=S)N(C(=O)C3(C)C)C4=CC=C(C#N)C(=C4)C(F)(F)F)C5=CC=C(C=C5)C6=C(C)N=CS6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506e760>,0,0-1
7nq8_2,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd50850>,1,1-1
3pe1_4,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCOCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467dbc0>,0,0-1
5g0i_13,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCC[N]3C=C(CCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506f210>,13,13-0
6ntu_1,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N4CCN(CC4)C(=O)CCCC5=C[N](CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43d5ad0>,0,0-0
5g0j_14,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCC[N]3C=C(CCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c00d0>,0,0-0
