identifier,mol,flag
5uiu_2,COC1=CC2=C(C=C1C(N)=O)C(=CN=C2OC[C@@H]3CCC(=O)N3)C#CCCCCCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C,1
5uiu_3,COC1=CC2=C(OC[C@@H]3CCC(=O)N3)N=CC(=C2C=C1C(N)=O)C#CCOCCOCCOCCOC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O,0
5uiu_4,COC1=CC2=C(OC[C@@H]3CCC(=O)N3)N=CC(=C2C=C1C(N)=O)C#CCCCCCCCCCCOC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O,0
5uiu_5,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)CCOCCOCCOCC#CC5=CN=C(OC[C@@H]6CCC(=O)N6)C7=C5C=C(C(N)=O)C(=C7)OC,0
5uiu_6,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)CCCCCCCCCCC#CC5=CN=C(OC[C@@H]6CCC(=O)N6)C7=C5C=C(C(N)=O)C(=C7)OC,0
5uiu_7,COC1=CC2=C(C=C1C(N)=O)C(=CN=C2OC[C@@H]3CCC(=O)N3)C#CCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C,0
5uiu_8,COC1=CC2=C(C=C1C(N)=O)C(=CN=C2OC[C@@H]3CCC(=O)N3)C#CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C,0
5uiu_9,CC[C@H]1[C@@H](COC2=C3C=C(OC)C(=CC3=C(C=N2)C#CCCCCCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C(N)=O)NC(=O)[C@H]1F,1
5uvx_1,CC[S](=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(=C1)C3=CN(C)C(=O)C4=C3C=C([NH]4)C(=O)NCC5=C[N](CCOCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
5uvx_2,CC[S](=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(=C1)C3=CN(C)C(=O)C4=C3C=C([NH]4)C(=O)NCC5=C[N](CCOCCOCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
5uvx_3,CC[S](=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(=C1)C3=CN(C)C(=O)C4=C3C=C([NH]4)C(=O)NCC5=C[N](CCOCCOCCOCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
5uvx_4,CC[S](=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(=C1)C3=CN(C)C(=O)C4=C3C=C([NH]4)C(=O)NCC5=C[N](CCOCCOCCOCCOCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,0
5v5y_1,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1
5v5y_2,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCCNC(=O)CCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1
5v5y_3,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1
5v5y_4,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1
5v9o_1,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCC(=O)NCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5v9o_10,CN(CCCNC1=NC(=C2C=C(Cl)C(=C(F)C2=N1)C3=CC(=CC4=C3C=CC=C4)O)N5CCN(CC5)C(=O)C=C)CCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5v9o_11,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCN6CCN(CCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)CC6,0
5v9o_12,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCN6CCN(CCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)CC6,1
5v9o_13,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCCN6CCN(CCCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)CC6,0
5v9o_14,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCCN6CCN(CCOCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)CC6,0
5v9o_15,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCOCCNC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6,0
5v9o_16,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCN6CCN(CCCNC7=CC=C8C(=O)N(C9CCC(=O)NC9=O)C(=O)C8=C7)CC6,1
5v9o_2,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCC(=O)NCCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5v9o_3,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCC6=C[N](CCOCCOCCOCCC(=O)NC7=CC=CC8=C7CN(C9CCC(=O)NC9=O)C8=O)N=N6,0
5v9o_4,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCOCCOCCC6=C[N](CCOCCOCCOCCC(=O)NC7=CC=CC8=C7CN(C9CCC(=O)NC9=O)C8=O)N=N6,0
5v9o_5,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCOCCOCCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5v9o_6,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCOCCOCCOCCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5v9o_7,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCOCCOCCOCCOCCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5v9o_8,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5v9o_9,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCCCCCCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
5vbp_1,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(N=N5)C6CCC(=O)NC6=O)N=C2C7=CC=C(Cl)C=C7)C,1
5vbp_10,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCCOC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_11,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCCOCCOC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_12,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_13,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_14,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_15,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_16,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_17,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)N[C@H]4COCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6OCCOCCOC4)C7=C(C)N=CS7)C(C)(C)C)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_18,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NC4=CC=C(OCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_19,COC1=CC(=CC=C1NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]2C3=C(F)C(=CC=C3)Cl)C4=CC=C(Cl)C=C4F)C(=O)NCCOCCOCCOCCNC(=O)C[C@@H]5N=C(C6=CC=C(Cl)C=C6)C7=C(SC(=C7C)C)[N]8C(=NN=C58)C,1
5vbp_2,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCCCCCCCNC4=CC=CC5=C4C(=O)N(N=N5)C6CCC(=O)NC6=O)N=C2C7=CC=C(Cl)C=C7)C,1
5vbp_20,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](N=C5)C6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)[N]12,0
5vbp_21,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1
5vbp_22,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1
5vbp_23,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1
5vbp_24,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1
5vbp_25,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=C5)[N]12,1
5vbp_26,CC1=NN=C2COCC3=C(SC(=C3CC4=CC=CC=C4)C#CC5=C[N](CCCC#CC6=C7CN(C8CCC(=O)NC8=O)C(=O)C7=CC=C6)N=C5)[N]12,1
5vbp_27,CN1C(=O)N(CC(=O)NCCC(=O)NC2=CC=CC3=C2CN(C4CCC(=O)NC4=O)C3=O)C(C5=CC=CC=C5)C6=CC(=CC=C16)C7=C(C)ON=C7C,1
5vbp_28,CN1C(=O)N(CC(=O)NCCCC(=O)NC2=CC=CC3=C2CN(C4CCC(=O)NC4=O)C3=O)C(C5=CC=CC=C5)C6=CC(=CC=C16)C7=C(C)ON=C7C,1
5vbp_29,CN1C(=O)N(CC(=O)NCCCCC(=O)NC2=CC=CC3=C2CN(C4CCC(=O)NC4=O)C3=O)C(C5=CC=CC=C5)C6=CC(=CC=C16)C7=C(C)ON=C7C,1
5vbp_3,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NC4=CC=C(OCCOCCOCCNC5=CC=CC6=C5C(=O)N(N=N6)C7CCC(=O)NC7=O)C=C4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_30,CN1C(=O)N(CC(=O)NCCCCCC(=O)NC2=CC=CC3=C2CN(C4CCC(=O)NC4=O)C3=O)C(C5=CC=CC=C5)C6=CC(=CC=C16)C7=C(C)ON=C7C,1
5vbp_31,CN1C(=O)N(CC(=O)NCCCCCCC(=O)NC2=CC=CC3=C2CN(C4CCC(=O)NC4=O)C3=O)C(C5=CC=CC=C5)C6=CC(=CC=C16)C7=C(C)ON=C7C,1
5vbp_32,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C9CC9,1
5vbp_33,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1
5vbp_34,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1
5vbp_35,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1
5vbp_36,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1
5vbp_4,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NC4=CC=CC(=C4)OCCOCCOCCNC5=CC=CC6=C5C(=O)N(N=N6)C7CCC(=O)NC7=O)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_5,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)[C@H](F)[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=C2C7=CC=C(Cl)C=C7)C,1
5vbp_6,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)[C@@H](F)[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=C2C7=CC=C(Cl)C=C7)C,1
5vbp_7,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,1
5vbp_8,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,0
5vbp_9,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCC[N]4C=C(COCCOCCOC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)N=C2C8=CC=C(Cl)C=C8)C,0
5wgl_1,ONC(=O)CCCCCCC(=O)N\N=C\C1=CC=C(OCCOCCOCC[N]2C=C(CNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C=C1,1
5wn8_1,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCC(=O)NC3=CC=CC4=C3CN(C5CCC(=O)NC5=O)C4=O,0
5wn8_2,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C5CCC(=O)NC5=O)C4=O,0
5wn8_3,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C5CCC(=O)NC5=O)C4=O,0
5wn8_4,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,0
5wn8_5,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,0
5wn8_6,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,1
5wn8_7,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,0
5wuk_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,1
5wuk_2,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,1
5wuk_3,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,0
5wuk_4,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,0
5wuk_5,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,0
5wuk_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,0
5yqo_1,CC1=NC(=NC(=C1)C)SCC(=O)NC2=NC=C(CC3=CC=CC(=C3)OCC4=C[N](CCCCNC(=O)COC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)S2,1
6c7r_1,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0
6c7r_2,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1
6c7r_3,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1
6c7r_4,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1
6c7r_5,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0
6cb5_1,OC1=CC=C2CN(C(=O)OC2=C1)C3=CC=C(NC(=O)CCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,1
6ew8_1,CN1C(=O)CCC2=C1C3=CC(=C2)NC4=NC(=NC=C4Cl)N5CCN(C[C@@H]5COCCO3)C(=O)CCC(=O)NCCCOCCOCCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,1
6gfz_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0
6gfz_2,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1
6gfz_3,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOCCOCCCCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1
6gfz_4,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1
6gfz_5,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0
6gfz_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1
6gfz_7,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1
6haz_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOCCOCCN5CCN(CC5)C6=CC(=NN=C6N)C7=CC=CC=C7O,1
6haz_2,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCC5=CC=C(CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O)C=C5,1
6haz_3,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOC5=CC=C(CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O)C=C5,1
6hmb_1,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1
6hmb_2,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1
6hmb_3,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCCCCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1
6hmb_4,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCOCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1
6iq5_1,COC1=C2C(=CC3=C(OC(=CC3=O)C4=CC=C(C=C4)C5=C[N](CCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)C2=C(OC)C=C1)OC,1
